Vernier Format 2
Untitled.cmbl 6/12/18 4:56 PM .
Latest
Wavelength	Intensity
λ	I
nm	rel

890	0.0361865954498
890.9	0.0379826179529
891.8	0.0363747327074
892.7	0.040043868102
893.6	0.0394188853097
894.5	0.0451299982563
895.4	0.0404403329571
896.3	0.0450519901251
897.2	0.0409221478851
898.1	0.0453236419702
899	0.0439130714096
899.9	0.0429824802915
