 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,Source-Sky_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3
37,vesta-0038r.fit,37,0,59293.59301,2459293.59301,NaN,NaN,NaN,1.218776,NaN,-19.977101,0.2,NaN,NaN,7.56437,1.6,12,40,60,17.978474,1.915387,0.522088,0.662736,0.160437,0.043731,27.127638,11.938537,11.938537,8447.828304,310.429701,937.536065,865.291627,938.036065,471.208373,151879.057656,443.973539,342.090337,19256,1086.794444,243.021902,5.180403,5.277245,5.083561,346.704852,0.998253,1120.677108,825.645444,1121.177108,510.854556,5550.158887,226.916024,24.459088,916,276.099448,245.435586,4.584647,5.456363,3.712931,327.232065,0.214599,592.243593,1115.892987,592.743593,220.607013,2897.669417,211.838895,13.678647,682,244.410112,228.131071,3.533699,3.449586,3.617812,312.878209,0.586563
38,vesta-0039r.fit,38,0,59293.593161,2459293.593161,NaN,NaN,NaN,1.218302,NaN,-19.977101,0.2,NaN,NaN,10.458802,1.6,12,40,60,16.687875,1.778914,0.562141,0.77228,0.182326,0.057616,21.608572,9.756759,9.756759,9225.394489,425.909021,937.312562,865.475945,937.812562,471.024055,153952.227533,492.953639,312.305692,17422,690.869186,243.333641,5.14575,5.103192,5.188308,298.233793,0.999104,1120.360141,825.423025,1120.860141,511.076975,5905.610017,309.747511,19.065884,1020,262.150725,245.033014,5.313647,5.218404,5.40889,307.656526,0.980021,592.127055,1115.929432,592.627055,220.570568,3319.784472,292.326827,11.356414,551,237.834808,228.041934,7.234998,5.456939,9.013056,69.825532,0.63009
39,vesta-0040r.fit,39,0,59293.598948,2459293.598948,NaN,NaN,NaN,1.200966,NaN,-19.977101,0.2,NaN,NaN,8.614115,1.6,12,40,60,16.825398,1.844449,0.542167,0.670781,0.16548,0.048642,25.083278,11.146067,11.146067,8864.669885,352.369841,935.817793,873.456338,936.317793,463.043662,149151.59876,455.779267,327.245247,18528,888.649351,242.971434,4.836706,4.899511,4.773901,5.555799,0.9993,1117.475182,827.89333,1117.975182,508.60667,5748.188964,255.208513,22.5235,888,269.905172,245.128496,4.918454,4.264571,5.572337,86.632179,0.930785,589.537286,1118.402343,590.037286,218.097657,3116.48092,242.967322,12.826749,566,241.331915,228.070294,5.565871,6.987384,4.144357,31.127251,-0.060931
40,vesta-0041r.fit,40,0,59293.599098,2459293.599098,NaN,NaN,NaN,1.200537,NaN,-20.417621,0.2,NaN,NaN,10.460527,1.6,12,40,60,16.439848,1.740333,0.574603,0.754929,0.175922,0.058084,21.77669,9.892648,9.892648,9341.419019,427.916381,935.262705,873.60662,935.762705,462.89338,153571.510256,492.593628,311.761057,14368,688.028986,242.894173,5.031306,5.019249,5.043364,47.475518,0.996916,1117.130478,827.620531,1117.630478,508.879469,5932.556573,310.005906,19.136915,942,262.147399,245.001282,4.481615,5.547271,3.415958,345.778879,0.737952,589.53313,1118.03078,590.03313,218.46922,3408.862447,294.972486,11.556544,532,238.261628,228.352144,8.002203,9.046969,6.957438,0.317891,0.934075
41,vesta-0042r.fit,41,0,59293.599249,2459293.599249,NaN,NaN,NaN,1.200113,NaN,-19.977101,0.2,NaN,NaN,10.278402,1.6,12,40,60,16.971756,1.651155,0.605637,0.801938,0.168671,0.061868,21.16342,9.789186,9.789186,8904.008008,419.748143,935.648145,872.974021,936.148145,463.525979,151116.653473,486.631845,310.535891,9337,698.135542,242.964899,6.44392,6.290923,6.596918,270.952504,0.997745,1117.401574,827.200548,1117.901574,509.299452,5545.469241,303.900906,18.247623,622,262.153153,245.500092,4.926729,4.12547,5.727988,57.935148,0.472561,589.333679,1117.127249,589.833679,219.372751,3358.538768,289.538846,11.599614,410,238.072289,227.956209,7.222035,8.855611,5.58846,346.06698,0.763009
42,vesta-0043r.fit,42,0,59293.599399,2459293.599399,NaN,NaN,NaN,1.199684,NaN,-19.977101,0.2,NaN,NaN,7.230598,1.6,12,40,60,17.182582,1.743084,0.573696,0.5816,0.129349,0.042572,29.543621,13.475856,13.475856,8817.711877,297.369561,936.221601,874.303201,936.721601,462.196799,151511.056553,438.811691,345.275797,17538,1166.432927,242.585021,4.944631,4.909459,4.979803,308.43625,0.996077,1117.746102,828.471521,1118.246102,508.028479,5603.187489,216.78282,25.847009,1176,279.140244,244.974467,4.340143,5.642619,3.037666,338.508756,0.433515,589.572818,1119.149554,590.072818,217.350446,3214.524388,203.553101,15.792068,700,247.282209,227.5612,4.205068,2.870234,5.539902,302.881507,-0.973914
43,vesta-0044r.fit,43,0,59293.59955,2459293.59955,NaN,NaN,NaN,1.199259,NaN,-19.977101,0.2,NaN,NaN,8.132963,1.6,12,40,60,16.718188,1.670123,0.598758,0.619844,0.133957,0.048025,26.971605,12.467575,12.467575,9043.658129,334.216212,935.04253,874.317249,935.54253,462.182751,151193.576667,450.951292,335.276956,25018,973.014493,242.610741,4.554529,4.460332,4.648725,275.086972,0.998235,1116.999215,827.816876,1117.499215,508.683124,5656.675749,243.065062,23.27227,1129,271.904762,244.968211,3.200743,4.499542,1.901945,342.481827,0.275727,588.393165,1118.255212,588.893165,218.244788,3386.98238,229.390174,14.765159,920,244.278846,227.995277,6.756834,6.289431,7.224237,301.421514,0.908996
44,vesta-0045r.fit,44,0,59293.606205,2459293.606205,NaN,NaN,NaN,1.181549,NaN,-19.977101,0.2,NaN,NaN,10.310391,1.6,12,40,60,16.616676,1.847786,0.541188,0.76115,0.190692,0.055851,21.831013,9.68992,9.68992,9201.206806,420.441189,933.537359,883.449243,934.037359,453.050757,152893.469198,490.016772,312.016808,27527,695.047337,242.699795,4.518228,4.528652,4.507804,37.196483,0.999706,1114.036525,830.209611,1114.536525,506.290389,5970.202797,304.557729,19.602861,1203,263.03003,245.101493,3.700004,5.796328,1.603681,343.042852,-0.068414,585.612153,1120.865226,586.112153,215.634774,3231.004009,289.854072,11.147002,755,237.583832,227.910168,6.227772,9.007003,3.44854,0.495952,-0.805654
45,vesta-0046r.fit,45,0,59293.606367,2459293.606367,NaN,NaN,NaN,1.18114,NaN,-19.977101,0.2,NaN,NaN,9.626269,1.6,12,40,60,16.995135,1.876508,0.532905,0.741498,0.185485,0.052675,22.920006,10.116786,10.116786,8999.08055,391.627277,932.818588,883.418303,933.318588,453.081697,152940.588463,476.573348,320.917208,13638,769.5,242.11866,5.401334,5.563809,5.238858,31.216623,0.983131,1113.412338,830.174329,1113.912338,506.325671,5870.606984,283.986134,20.672161,790,264.834483,244.59101,6.07232,5.705347,6.439292,72.947326,0.978847,585.063651,1120.838716,585.563651,215.661284,3128.473567,269.673506,11.600967,435,238.396552,227.608712,6.294621,6.218139,6.371103,313.688443,0.718146
46,vesta-0047r.fit,46,0,59293.606517,2459293.606517,NaN,NaN,NaN,1.180765,NaN,-19.977101,0.2,NaN,NaN,7.903971,1.6,12,40,60,16.997824,1.739863,0.574758,0.624378,0.140306,0.04635,27.223624,12.400498,12.400498,8913.166084,326.344645,933.647754,885.12181,934.147754,451.37819,151504.427526,447.653817,338.441049,18308,1018.938462,241.992679,5.046686,4.914333,5.17904,77.680324,0.996675,1114.224555,831.906823,1114.724555,504.593177,5660.022667,237.204488,23.861364,959,273.447236,245.004911,6.231075,6.300573,6.161577,320.073156,0.98397,586.127314,1121.864396,586.627314,214.635604,3253.143417,224.131341,14.514451,562,243.904523,227.557068,2.673178,3.60504,1.741316,17.311894,0.429312
47,vesta-0048r.fit,47,0,59293.606668,2459293.606668,NaN,NaN,NaN,1.180391,NaN,-20.417621,0.2,NaN,NaN,8.868325,1.6,12,40,60,17.6,1.780904,0.561513,0.733193,0.164661,0.051917,24.004604,10.815605,10.815605,8674.586122,360.409402,933.304216,884.95353,933.804216,451.54647,152672.71788,463.858451,329.136437,16640,859.651822,241.543652,4.86727,4.915859,4.818681,335.838617,0.999099,1113.648319,831.450945,1114.148319,505.049055,5555.245634,261.199375,21.268219,1018,267.24898,244.574508,4.878291,4.39737,5.359213,282.589511,-31.021937,585.778439,1121.63684,586.278439,214.86316,3119.340489,248.334097,12.561064,633,240.243902,227.563657,5.662885,7.31488,4.010889,351.006693,0.680418
